Lead_ID,Source,Program_Interested,Date_Enquired,Call_Attended,Demo_Attended,Follow_Ups,Days_to_First_Contact,Counselor_Name,Lead_Score,Converted
L14347,Facebook,BCA,2025-03-04,Yes,No,4,4,Counselor_29,36,No
L14348,LinkedIn,MA,2025-02-11,Yes,Yes,6,0,Counselor_40,40,No
L14349,WhatsApp,PGDM,2025-01-11,Yes,No,1,2,Counselor_24,47,No
L14350,Instagram,PGDM,2025-04-02,No,No,1,5,Counselor_49,23,No
L14351,Referral,MA,2025-04-23,No,No,2,0,Counselor_4,54,No
L14352,WhatsApp,MCOM,2025-02-13,Yes,No,4,4,Counselor_40,83,No
L14353,Facebook,MCOM,2025-02-20,Yes,Yes,6,0,Counselor_16,79,No
L14354,LinkedIn,BCOM,2025-02-22,No,No,0,4,Counselor_29,63,No
L14355,Google Ads,MA,2025-01-24,Yes,Yes,5,4,Counselor_19,77,No
L14356,Google Ads,MBA,2025-02-10,Yes,Yes,4,1,Counselor_30,59,No
L14357,Facebook,BA,2025-01-15,Yes,No,2,0,Counselor_1,94,No
L14358,Instagram,MCOM,2025-03-19,Yes,No,6,5,Counselor_50,89,No
L14359,YouTube,PGDM,2025-03-22,No,No,1,5,Counselor_46,94,No
L14360,LinkedIn,MCA,2025-01-17,Yes,No,5,2,Counselor_17,32,No
L14361,WhatsApp,BCA,2025-03-30,No,No,1,2,Counselor_30,53,No
L14362,WhatsApp,PGCP,2025-03-02,Yes,Yes,3,2,Counselor_18,85,Yes
L14363,LinkedIn,MCOM,2025-03-27,Yes,Yes,4,2,Counselor_48,72,Yes
L14364,Google Ads,BCOM,2025-03-31,Yes,Yes,2,2,Counselor_25,43,No
L14365,Instagram,PGCP,2025-02-12,Yes,Yes,6,4,Counselor_14,32,No
L14366,Instagram,BCA,2025-04-06,Yes,Yes,2,1,Counselor_5,80,Yes
L14367,Instagram,MA,2025-02-06,Yes,Yes,6,3,Counselor_43,75,No
L14368,Google Ads,MSC,2025-04-09,Yes,Yes,1,4,Counselor_28,47,No
L14369,YouTube,PGCP,2025-02-05,Yes,Yes,6,4,Counselor_38,50,No
L14370,WhatsApp,PGCP,2025-03-01,No,No,0,5,Counselor_20,25,No
L14371,Facebook,MBA,2025-04-25,No,No,1,2,Counselor_44,29,No
L14372,YouTube,MCA,2025-04-15,Yes,No,4,5,Counselor_37,74,No
L14373,WhatsApp,MSC,2025-02-14,No,No,0,0,Counselor_27,59,No
L14374,LinkedIn,MA,2025-04-11,Yes,Yes,1,4,Counselor_8,34,No
L14375,WhatsApp,PGCP,2025-04-13,Yes,Yes,4,5,Counselor_20,86,Yes
L14376,Referral,BA,2025-03-28,Yes,Yes,3,4,Counselor_50,77,No
L14377,YouTube,BA,2025-01-02,Yes,No,3,5,Counselor_32,25,No
L14378,Website,MCOM,2025-04-12,Yes,Yes,1,1,Counselor_3,51,No
L14379,Google Ads,BA,2025-02-01,Yes,Yes,6,1,Counselor_3,61,No
L14380,LinkedIn,MSC,2025-03-23,No,No,0,1,Counselor_14,28,No
L14381,Website,MA,2025-03-29,No,No,0,4,Counselor_42,69,No
L14382,Instagram,BA,2025-01-26,Yes,Yes,2,1,Counselor_48,68,No
L14383,Website,MCA,2025-01-21,Yes,Yes,4,4,Counselor_6,25,No
L14384,Website,BSC,2025-01-21,Yes,No,1,1,Counselor_26,83,No
L14385,Facebook,BSC,2025-01-31,Yes,Yes,6,3,Counselor_33,54,No
L14386,Facebook,PGCP,2025-01-16,No,No,2,3,Counselor_19,94,No
L14387,Instagram,BCOM,2025-04-21,Yes,Yes,4,1,Counselor_21,65,Yes
L14388,Website,MSC,2025-01-15,Yes,No,5,4,Counselor_39,36,No
L14389,Instagram,MCOM,2025-02-23,No,No,0,4,Counselor_8,93,No
L14390,Referral,BA,2025-01-15,No,No,0,2,Counselor_11,49,No
L14391,Instagram,PGDM,2025-01-28,Yes,Yes,5,2,Counselor_41,45,No
L14392,LinkedIn,MA,2025-04-06,No,No,0,5,Counselor_11,26,No
L14393,Instagram,MCOM,2025-04-26,Yes,No,3,2,Counselor_19,69,No
L14394,LinkedIn,PGDM,2025-03-20,Yes,No,1,0,Counselor_45,60,No
L14395,Instagram,BCOM,2025-03-23,Yes,No,3,3,Counselor_10,84,No
L14396,LinkedIn,PGDM,2025-04-21,Yes,No,1,4,Counselor_16,63,No
L14397,WhatsApp,MA,2025-01-06,No,No,1,5,Counselor_41,64,No
L14398,Instagram,PGCP,2025-02-03,No,No,2,5,Counselor_32,73,No
L14399,YouTube,MCOM,2025-02-25,Yes,Yes,6,4,Counselor_40,26,No
L14400,WhatsApp,MCA,2025-02-17,No,No,0,2,Counselor_24,47,No
L14401,Website,BA,2025-01-10,Yes,No,6,4,Counselor_33,40,No
L14402,Google Ads,MCA,2025-01-09,Yes,Yes,1,1,Counselor_35,86,Yes
L14403,Instagram,BA,2025-02-10,Yes,Yes,6,3,Counselor_18,61,No
L14404,Google Ads,BA,2025-04-11,No,No,0,4,Counselor_9,57,No
L14405,Referral,MSC,2025-02-09,No,No,2,0,Counselor_36,75,No
L14406,Google Ads,PGDM,2025-03-22,Yes,Yes,4,1,Counselor_24,28,No
L14407,Website,MCOM,2025-01-09,Yes,Yes,4,2,Counselor_7,58,No
L14408,Google Ads,MBA,2025-04-18,Yes,Yes,1,5,Counselor_4,85,Yes
L14409,Instagram,BA,2025-01-18,Yes,Yes,1,0,Counselor_1,95,No
L14410,WhatsApp,PGDM,2025-04-08,Yes,Yes,3,3,Counselor_47,87,Yes
L14411,Google Ads,BCOM,2025-03-07,No,No,2,4,Counselor_31,35,No
L14412,LinkedIn,BCOM,2025-04-21,Yes,Yes,2,3,Counselor_5,24,No
L14413,WhatsApp,BCOM,2025-03-07,No,No,1,1,Counselor_29,72,No
L14414,Referral,PGCP,2025-04-10,Yes,Yes,3,3,Counselor_10,43,No
L14415,Website,BCOM,2025-03-24,Yes,Yes,4,3,Counselor_17,60,No
L14416,Google Ads,MCA,2025-04-05,Yes,Yes,6,3,Counselor_12,48,No
L14417,WhatsApp,PGDM,2025-03-06,No,No,2,2,Counselor_26,79,No
L14418,WhatsApp,BA,2025-01-14,Yes,Yes,6,1,Counselor_10,58,No
L14419,Instagram,MBA,2025-03-15,No,No,0,0,Counselor_5,49,No
L14420,WhatsApp,BSC,2025-01-05,Yes,No,4,4,Counselor_34,50,No
L14421,Facebook,MBA,2025-01-20,Yes,No,1,4,Counselor_44,58,No
L14422,Website,BCA,2025-03-04,Yes,Yes,4,5,Counselor_41,66,No
L14423,Website,BCA,2025-03-13,No,No,2,1,Counselor_23,27,No
L14424,WhatsApp,PGCP,2025-01-06,No,No,2,3,Counselor_19,71,No
L14425,YouTube,BCA,2025-04-22,Yes,Yes,1,1,Counselor_45,83,No
L14426,Google Ads,MSC,2025-04-15,No,No,1,2,Counselor_24,47,No
L14427,Referral,MCOM,2025-02-16,Yes,No,3,1,Counselor_14,79,No
L14428,Google Ads,MSC,2025-04-23,No,No,2,3,Counselor_10,87,No
L14429,Instagram,MCA,2025-01-19,Yes,Yes,4,2,Counselor_34,76,Yes
L14430,LinkedIn,BA,2025-02-03,No,No,0,5,Counselor_18,82,No
L14431,Google Ads,BA,2025-01-31,No,No,2,1,Counselor_30,93,No
L14432,WhatsApp,MA,2025-01-09,No,No,0,1,Counselor_15,56,No
L14433,Referral,PGDM,2025-02-09,Yes,No,5,2,Counselor_23,39,No
L14434,WhatsApp,BSC,2025-03-17,No,No,1,4,Counselor_17,73,No
L14435,Referral,MA,2025-04-11,Yes,No,2,0,Counselor_5,73,No
L14436,Instagram,MA,2025-02-13,Yes,Yes,4,3,Counselor_23,89,Yes
L14437,Google Ads,BCOM,2025-04-27,Yes,No,1,0,Counselor_50,86,No
L14438,Facebook,PGDM,2025-02-15,No,No,0,5,Counselor_43,79,No
L14439,Google Ads,MA,2025-04-21,No,No,1,4,Counselor_28,78,No
L14440,Instagram,BCA,2025-01-26,Yes,Yes,6,5,Counselor_17,28,No
L14441,WhatsApp,MCA,2025-04-18,Yes,Yes,2,3,Counselor_32,94,No
L14442,Instagram,BSC,2025-04-23,Yes,No,1,4,Counselor_43,93,No
L14443,Referral,BSC,2025-01-12,Yes,No,1,0,Counselor_43,59,No
L14444,Referral,MA,2025-04-10,Yes,Yes,5,3,Counselor_12,39,No
L14445,WhatsApp,BSC,2025-03-05,Yes,No,1,4,Counselor_2,35,No
L14446,Website,BCA,2025-01-11,No,No,1,5,Counselor_16,74,No
L14447,Website,MBA,2025-02-16,Yes,Yes,6,4,Counselor_13,91,Yes
L14448,Website,BA,2025-01-01,Yes,Yes,3,4,Counselor_48,74,Yes
L14449,Facebook,MSC,2025-01-08,No,No,0,1,Counselor_7,65,No
L14450,Facebook,BCOM,2025-04-14,Yes,Yes,4,4,Counselor_3,80,Yes
L14451,YouTube,MSC,2025-02-05,No,No,2,5,Counselor_34,37,No
L14452,LinkedIn,MA,2025-01-28,Yes,Yes,5,0,Counselor_39,66,Yes
L14453,Website,BSC,2025-03-04,No,No,0,5,Counselor_1,35,No
L14454,Facebook,BA,2025-02-12,Yes,Yes,5,2,Counselor_37,80,Yes
L14455,Referral,BCOM,2025-01-21,Yes,No,6,2,Counselor_1,86,No
L14456,LinkedIn,BA,2025-02-15,Yes,No,4,0,Counselor_25,56,No
L14457,Instagram,BA,2025-04-29,No,No,0,1,Counselor_50,77,No
L14458,Facebook,PGDM,2025-01-21,Yes,Yes,6,1,Counselor_29,77,Yes
L14459,WhatsApp,BA,2025-03-24,Yes,Yes,5,2,Counselor_39,60,No
L14460,Instagram,MA,2025-02-04,No,No,0,0,Counselor_28,47,No
L14461,Referral,PGCP,2025-04-09,No,No,2,4,Counselor_13,45,No
L14462,WhatsApp,BSC,2025-01-30,No,No,1,2,Counselor_45,68,No
L14463,Instagram,PGDM,2025-02-17,No,No,1,1,Counselor_32,27,No
L14464,LinkedIn,BCOM,2025-03-05,Yes,Yes,5,0,Counselor_23,40,No
L14465,YouTube,PGCP,2025-01-14,No,No,1,3,Counselor_49,57,No
L14466,WhatsApp,MSC,2025-04-04,No,No,1,2,Counselor_1,63,No
L14467,Website,BSC,2025-01-26,No,No,1,0,Counselor_39,44,No
L14468,WhatsApp,MSC,2025-01-22,Yes,No,4,3,Counselor_24,24,No
L14469,Instagram,MCA,2025-03-09,Yes,No,4,5,Counselor_45,78,No
L14470,LinkedIn,MSC,2025-01-20,Yes,No,4,3,Counselor_18,39,No
L14471,Facebook,MSC,2025-01-23,Yes,Yes,6,1,Counselor_37,22,No
L14472,Google Ads,MSC,2025-01-28,No,No,0,1,Counselor_9,55,No
L14473,WhatsApp,MSC,2025-03-02,Yes,Yes,5,5,Counselor_45,74,Yes
L14474,WhatsApp,MBA,2025-01-27,Yes,Yes,4,3,Counselor_6,63,Yes
L14475,LinkedIn,MCA,2025-03-08,Yes,No,1,2,Counselor_50,32,No
L14476,LinkedIn,BA,2025-04-06,Yes,No,3,3,Counselor_24,76,No
L14477,Instagram,MSC,2025-03-21,No,No,1,4,Counselor_30,95,No
L14478,Website,MSC,2025-01-27,Yes,Yes,1,3,Counselor_31,84,No
L14479,Google Ads,BSC,2025-03-27,No,No,0,1,Counselor_50,64,No
L14480,Instagram,MA,2025-04-02,Yes,Yes,4,3,Counselor_5,58,No
L14481,LinkedIn,BCOM,2025-03-18,No,No,0,0,Counselor_31,28,No
L14482,Facebook,BCOM,2025-02-04,Yes,Yes,4,4,Counselor_13,53,No
L14483,Google Ads,PGDM,2025-04-29,Yes,Yes,1,0,Counselor_21,30,No
L14484,Referral,BCA,2025-01-11,Yes,No,6,2,Counselor_8,69,No
L14485,Referral,MCOM,2025-01-10,Yes,Yes,1,1,Counselor_13,56,No
L14486,LinkedIn,MCA,2025-04-13,Yes,No,4,2,Counselor_11,89,No
L14487,LinkedIn,MSC,2025-02-23,Yes,No,4,0,Counselor_22,20,No
L14488,YouTube,MCOM,2025-01-12,No,No,0,3,Counselor_12,48,No
L14489,Facebook,MCOM,2025-01-22,Yes,Yes,5,1,Counselor_37,51,No
L14490,Website,BSC,2025-04-14,No,No,1,5,Counselor_10,24,No
L14491,YouTube,MSC,2025-01-02,Yes,No,2,0,Counselor_3,69,No
L14492,Facebook,MA,2025-04-10,Yes,Yes,1,2,Counselor_39,62,No
L14493,Website,BSC,2025-01-31,No,No,1,2,Counselor_23,82,No
L14494,Website,PGDM,2025-02-10,Yes,No,6,5,Counselor_16,65,No
L14495,Instagram,PGCP,2025-03-01,Yes,Yes,3,3,Counselor_6,68,No
L14496,WhatsApp,MCOM,2025-03-13,Yes,No,6,1,Counselor_9,57,No
L14497,LinkedIn,MA,2025-03-11,Yes,No,6,4,Counselor_11,65,No
L14498,Website,MBA,2025-03-31,Yes,Yes,4,1,Counselor_27,79,Yes
L14499,Google Ads,PGDM,2025-04-20,Yes,Yes,6,4,Counselor_26,49,No
L14500,LinkedIn,MBA,2025-02-24,Yes,Yes,1,2,Counselor_50,29,No
L14501,WhatsApp,MCA,2025-02-20,Yes,No,2,5,Counselor_21,61,No
L14502,Referral,BA,2025-03-07,Yes,Yes,3,0,Counselor_3,80,No
L14503,YouTube,PGCP,2025-01-28,Yes,Yes,2,3,Counselor_11,87,Yes
L14504,YouTube,MA,2025-02-27,Yes,No,5,5,Counselor_18,72,No
L14505,WhatsApp,MCA,2025-02-15,Yes,Yes,5,5,Counselor_4,38,No
L14506,Google Ads,MBA,2025-02-10,Yes,Yes,2,5,Counselor_19,50,No
L14507,LinkedIn,BCOM,2025-04-07,Yes,Yes,2,1,Counselor_36,35,No
L14508,Website,MCOM,2025-02-20,Yes,Yes,2,5,Counselor_47,84,No
L14509,YouTube,BA,2025-01-03,Yes,Yes,5,4,Counselor_24,32,No
L14510,YouTube,BCOM,2025-02-15,No,No,1,2,Counselor_31,23,No
L14511,LinkedIn,MA,2025-01-11,Yes,Yes,6,1,Counselor_40,88,No
L14512,Instagram,MCA,2025-04-19,Yes,No,6,2,Counselor_9,26,No
L14513,Instagram,MSC,2025-03-17,Yes,Yes,3,0,Counselor_32,60,No
L14514,Website,BCA,2025-02-17,Yes,Yes,2,2,Counselor_36,86,No
L14515,LinkedIn,MCOM,2025-03-23,Yes,Yes,4,5,Counselor_9,95,No
L14516,Instagram,MA,2025-04-04,No,No,2,2,Counselor_3,62,No
L14517,Referral,PGDM,2025-04-29,No,No,0,1,Counselor_21,77,No
L14518,Google Ads,MCA,2025-01-26,Yes,Yes,6,5,Counselor_33,22,No
L14519,Facebook,PGDM,2025-04-23,Yes,No,3,5,Counselor_46,32,No
L14520,YouTube,BA,2025-04-08,Yes,No,4,0,Counselor_8,29,No
L14521,Website,BCA,2025-02-16,Yes,Yes,5,5,Counselor_19,69,No
L14522,Google Ads,MBA,2025-04-25,Yes,Yes,6,3,Counselor_5,55,No
L14523,Referral,BCOM,2025-04-14,Yes,Yes,1,1,Counselor_24,69,No
L14524,Facebook,MCA,2025-04-20,Yes,Yes,6,0,Counselor_32,72,Yes
L14525,WhatsApp,BCOM,2025-02-09,No,No,2,2,Counselor_34,49,No
L14526,Instagram,PGDM,2025-02-28,No,No,0,5,Counselor_23,37,No
L14527,WhatsApp,MBA,2025-04-17,Yes,Yes,1,0,Counselor_15,90,No
L14528,Website,BCOM,2025-03-21,No,No,1,2,Counselor_25,77,No
L14529,Facebook,BA,2025-02-25,No,No,0,2,Counselor_32,79,No
L14530,Instagram,BSC,2025-02-08,No,No,2,4,Counselor_42,20,No
L14531,LinkedIn,MA,2025-02-01,Yes,No,2,0,Counselor_31,92,No
L14532,Facebook,BSC,2025-03-11,Yes,No,2,0,Counselor_30,81,No
L14533,YouTube,MCOM,2025-04-08,Yes,Yes,6,1,Counselor_24,83,No
L14534,LinkedIn,PGCP,2025-04-22,Yes,Yes,6,0,Counselor_30,59,No
L14535,WhatsApp,MA,2025-03-08,No,No,2,2,Counselor_13,89,No
L14536,Website,PGCP,2025-03-01,No,No,2,1,Counselor_17,89,No
L14537,Instagram,BA,2025-02-23,Yes,Yes,2,4,Counselor_10,50,No
L14538,Instagram,MCA,2025-01-22,Yes,Yes,2,0,Counselor_40,80,Yes
L14539,Facebook,BA,2025-04-15,Yes,Yes,2,4,Counselor_48,25,No
L14540,WhatsApp,MSC,2025-02-27,Yes,No,5,0,Counselor_8,93,No
L14541,Referral,MA,2025-04-30,Yes,No,5,5,Counselor_42,38,No
L14542,Referral,PGCP,2025-04-07,Yes,No,2,0,Counselor_10,85,No
L14543,LinkedIn,BSC,2025-04-04,Yes,No,5,1,Counselor_44,38,No
L14544,Website,MCOM,2025-02-03,No,No,0,4,Counselor_14,58,No
L14545,Google Ads,BCOM,2025-02-06,Yes,Yes,5,5,Counselor_28,90,Yes
L14546,LinkedIn,BA,2025-04-11,Yes,No,4,0,Counselor_46,44,No
L14547,Google Ads,BCA,2025-03-12,Yes,No,5,5,Counselor_50,57,No
L14548,Google Ads,MCA,2025-04-26,No,No,1,5,Counselor_11,38,No
L14549,Referral,BCA,2025-03-17,Yes,No,1,0,Counselor_13,73,No
L14550,Website,MCOM,2025-04-02,Yes,Yes,1,2,Counselor_31,41,No
L14551,Facebook,MSC,2025-04-12,Yes,Yes,4,5,Counselor_16,29,No
L14552,Google Ads,PGCP,2025-04-21,No,No,0,2,Counselor_32,26,No
L14553,WhatsApp,PGDM,2025-02-23,Yes,Yes,2,3,Counselor_19,65,Yes
L14554,Website,BSC,2025-03-21,Yes,Yes,3,3,Counselor_38,26,No
L14555,Instagram,PGDM,2025-03-07,No,No,2,1,Counselor_37,37,No
L14556,Website,BA,2025-01-22,No,No,2,5,Counselor_30,30,No
L14557,YouTube,MCA,2025-02-08,Yes,Yes,2,5,Counselor_47,51,No
L14558,Facebook,BSC,2025-03-21,Yes,Yes,4,0,Counselor_4,64,No
L14559,Referral,MBA,2025-04-05,Yes,Yes,6,3,Counselor_15,27,No
L14560,LinkedIn,MA,2025-03-09,No,No,2,2,Counselor_43,24,No
L14561,LinkedIn,BA,2025-04-19,Yes,Yes,3,4,Counselor_28,78,No
L14562,Website,PGCP,2025-01-19,No,No,0,4,Counselor_6,84,No
L14563,YouTube,BCOM,2025-01-27,Yes,No,1,1,Counselor_31,83,No
L14564,Website,MA,2025-01-19,Yes,Yes,1,5,Counselor_31,72,Yes
L14565,YouTube,PGDM,2025-03-15,Yes,Yes,3,4,Counselor_43,50,No
L14566,LinkedIn,MSC,2025-02-16,Yes,Yes,6,1,Counselor_29,51,No
L14567,Instagram,MCA,2025-04-03,No,No,1,1,Counselor_25,25,No
L14568,YouTube,MCA,2025-02-18,No,No,0,0,Counselor_41,74,No
L14569,Instagram,BSC,2025-02-11,No,No,1,2,Counselor_43,56,No
L14570,Google Ads,MCOM,2025-03-26,Yes,Yes,6,5,Counselor_50,44,No
L14571,YouTube,BSC,2025-02-24,No,No,1,4,Counselor_15,33,No
L14572,YouTube,MSC,2025-01-19,Yes,Yes,3,3,Counselor_23,49,No
L14573,Google Ads,MCOM,2025-02-03,No,No,2,1,Counselor_14,21,No
L14574,Instagram,MA,2025-04-24,Yes,No,4,0,Counselor_33,94,No
L14575,Referral,MBA,2025-04-18,No,No,2,0,Counselor_29,30,No
L14576,Google Ads,MCA,2025-02-07,Yes,No,4,3,Counselor_7,78,No
L14577,YouTube,MBA,2025-04-03,Yes,Yes,4,2,Counselor_40,42,No
L14578,Google Ads,BSC,2025-02-02,No,No,0,1,Counselor_26,23,No
L14579,Referral,MBA,2025-02-04,Yes,Yes,2,1,Counselor_17,80,Yes
L14580,Google Ads,BCOM,2025-02-05,No,No,0,2,Counselor_37,34,No
L14581,YouTube,MCOM,2025-04-03,Yes,No,3,4,Counselor_12,75,No
L14582,YouTube,MSC,2025-03-24,No,No,0,4,Counselor_4,87,No
L14583,Google Ads,MSC,2025-04-18,No,No,1,3,Counselor_5,85,No
L14584,Referral,MCOM,2025-01-22,Yes,Yes,3,4,Counselor_34,89,No
L14585,LinkedIn,BCA,2025-04-18,Yes,Yes,3,4,Counselor_2,72,No
L14586,Facebook,PGCP,2025-03-26,Yes,No,5,2,Counselor_44,23,No
L14587,Referral,BCA,2025-01-02,Yes,No,4,3,Counselor_1,34,No
L14588,Referral,MCOM,2025-02-08,Yes,No,2,1,Counselor_23,28,No
L14589,Google Ads,PGDM,2025-03-25,No,No,0,0,Counselor_39,23,No
L14590,Facebook,MCOM,2025-01-24,Yes,Yes,4,0,Counselor_7,53,No
L14591,Instagram,MCA,2025-03-25,Yes,Yes,5,3,Counselor_11,85,Yes
L14592,Website,PGCP,2025-04-29,Yes,Yes,2,3,Counselor_14,26,No
L14593,WhatsApp,MA,2025-02-02,No,No,0,3,Counselor_49,39,No
L14594,Website,MA,2025-04-05,Yes,Yes,1,5,Counselor_6,40,No
L14595,YouTube,PGCP,2025-02-02,Yes,Yes,1,5,Counselor_22,33,No
L14596,Facebook,BCA,2025-02-17,Yes,No,6,2,Counselor_19,31,No
L14597,Google Ads,MCOM,2025-02-22,No,No,2,0,Counselor_13,24,No
L14598,Instagram,MBA,2025-01-06,No,No,0,0,Counselor_34,73,No
L14599,Website,MA,2025-02-22,Yes,No,1,1,Counselor_49,72,No
L14600,Instagram,PGCP,2025-01-20,Yes,No,5,1,Counselor_28,70,No
L14601,LinkedIn,BA,2025-01-27,Yes,No,6,5,Counselor_36,83,No
L14602,Google Ads,MBA,2025-03-23,No,No,0,1,Counselor_46,25,No
L14603,Facebook,BSC,2025-01-23,Yes,Yes,4,4,Counselor_19,78,No
L14604,Instagram,BCOM,2025-01-21,Yes,No,6,0,Counselor_12,78,No
L14605,LinkedIn,MCOM,2025-01-10,No,No,2,5,Counselor_30,67,No
L14606,WhatsApp,MCA,2025-04-10,Yes,No,4,3,Counselor_16,59,No
L14607,LinkedIn,MSC,2025-02-04,Yes,Yes,4,2,Counselor_46,87,No
L14608,Instagram,MSC,2025-03-26,Yes,Yes,2,0,Counselor_47,84,No
L14609,Facebook,BCA,2025-01-22,Yes,Yes,3,2,Counselor_44,84,No
L14610,Instagram,BCA,2025-02-20,Yes,Yes,3,1,Counselor_26,65,No
L14611,YouTube,PGDM,2025-01-15,Yes,Yes,2,3,Counselor_40,41,No
L14612,LinkedIn,PGCP,2025-04-26,Yes,Yes,1,4,Counselor_10,42,No
L14613,Instagram,MA,2025-02-24,Yes,Yes,5,3,Counselor_40,40,No
L14614,YouTube,MBA,2025-01-17,Yes,No,5,2,Counselor_13,53,No
L14615,Referral,MCA,2025-01-19,No,No,1,3,Counselor_27,48,No
L14616,Google Ads,MCOM,2025-02-17,Yes,No,2,3,Counselor_8,84,No
L14617,WhatsApp,BCOM,2025-03-16,Yes,No,4,1,Counselor_23,92,No
L14618,Google Ads,BA,2025-03-12,Yes,Yes,4,2,Counselor_42,66,Yes
L14619,LinkedIn,MSC,2025-03-31,Yes,Yes,4,2,Counselor_42,35,No
L14620,Website,PGDM,2025-01-04,Yes,Yes,5,4,Counselor_8,55,No
L14621,WhatsApp,MCA,2025-01-13,Yes,No,3,0,Counselor_31,92,No
L14622,Facebook,BCOM,2025-02-17,Yes,No,5,3,Counselor_15,74,No
L14623,Website,BCOM,2025-02-20,Yes,Yes,2,5,Counselor_28,34,No
L14624,YouTube,MA,2025-01-19,No,No,1,0,Counselor_20,65,No
L14625,Referral,BA,2025-04-15,Yes,No,4,1,Counselor_10,61,No
L14626,Instagram,MCOM,2025-02-11,No,No,1,0,Counselor_28,26,No
L14627,YouTube,PGCP,2025-02-03,No,No,2,4,Counselor_2,48,No
L14628,YouTube,BA,2025-04-15,Yes,No,3,4,Counselor_40,83,No
L14629,Website,BCOM,2025-01-04,Yes,Yes,6,2,Counselor_36,42,No
L14630,Instagram,MA,2025-02-11,No,No,1,5,Counselor_38,80,No
L14631,Facebook,BA,2025-04-01,Yes,Yes,2,4,Counselor_20,92,No
L14632,Instagram,MCA,2025-04-09,Yes,No,3,2,Counselor_22,42,No
L14633,LinkedIn,MSC,2025-03-31,Yes,Yes,6,1,Counselor_35,80,No
L14634,Instagram,MSC,2025-02-24,Yes,No,5,4,Counselor_42,49,No
L14635,Instagram,MA,2025-02-14,Yes,No,2,1,Counselor_42,45,No
L14636,LinkedIn,MA,2025-03-28,Yes,Yes,4,5,Counselor_25,33,No
L14637,Website,BCOM,2025-04-23,Yes,Yes,3,1,Counselor_40,37,No
L14638,Website,PGCP,2025-01-16,No,No,0,2,Counselor_49,90,No
L14639,WhatsApp,PGDM,2025-03-05,Yes,No,6,2,Counselor_30,88,No
L14640,YouTube,BCOM,2025-02-12,Yes,Yes,5,0,Counselor_44,21,No
L14641,LinkedIn,PGDM,2025-02-13,Yes,Yes,3,1,Counselor_11,45,No
L14642,Google Ads,MCOM,2025-03-16,Yes,Yes,3,5,Counselor_24,61,Yes
L14643,Website,BCOM,2025-04-13,Yes,Yes,6,3,Counselor_5,81,Yes
L14644,Google Ads,PGCP,2025-01-04,Yes,No,3,3,Counselor_32,66,No
L14645,Website,BSC,2025-03-16,No,No,2,1,Counselor_44,22,No
L14646,Instagram,MA,2025-01-26,Yes,Yes,5,0,Counselor_30,63,Yes
L14647,Instagram,MSC,2025-04-25,Yes,Yes,3,0,Counselor_2,36,No
L14648,Google Ads,PGCP,2025-02-07,Yes,Yes,5,4,Counselor_41,26,No
L14649,Google Ads,MSC,2025-03-19,Yes,Yes,1,0,Counselor_37,21,No
L14650,LinkedIn,MCOM,2025-04-29,Yes,No,1,1,Counselor_26,30,No
L14651,WhatsApp,BCOM,2025-01-18,No,No,2,5,Counselor_31,80,No
L14652,LinkedIn,MBA,2025-04-07,Yes,No,6,4,Counselor_16,36,No
L14653,Google Ads,BCA,2025-01-28,Yes,No,1,3,Counselor_47,35,No
L14654,YouTube,MA,2025-01-30,Yes,Yes,6,0,Counselor_37,35,No
L14655,Referral,BCA,2025-03-01,Yes,Yes,4,4,Counselor_31,72,No
L14656,YouTube,BCOM,2025-01-31,Yes,Yes,2,3,Counselor_45,35,No
L14657,YouTube,BA,2025-01-17,Yes,Yes,6,2,Counselor_29,79,No
L14658,Referral,MCA,2025-03-04,No,No,1,1,Counselor_34,86,No
L14659,LinkedIn,MBA,2025-03-17,Yes,No,4,2,Counselor_38,20,No
L14660,Facebook,BCA,2025-01-06,Yes,No,1,5,Counselor_30,28,No
L14661,Instagram,BSC,2025-02-15,No,No,2,1,Counselor_17,65,No
L14662,LinkedIn,MCOM,2025-04-18,Yes,Yes,6,3,Counselor_22,39,No
L14663,Instagram,MBA,2025-03-09,Yes,Yes,1,2,Counselor_14,89,No
L14664,LinkedIn,MBA,2025-03-10,Yes,Yes,1,4,Counselor_7,95,No
L14665,WhatsApp,MBA,2025-04-26,Yes,No,4,4,Counselor_37,76,No
L14666,Facebook,MA,2025-03-16,No,No,2,2,Counselor_14,36,No
L14667,LinkedIn,BCOM,2025-01-04,No,No,1,2,Counselor_33,41,No
L14668,YouTube,MSC,2025-04-03,Yes,Yes,4,3,Counselor_28,94,Yes
L14669,Instagram,BA,2025-02-08,Yes,Yes,5,4,Counselor_40,73,No
L14670,Instagram,BA,2025-01-16,Yes,Yes,4,3,Counselor_33,30,No
L14671,Google Ads,PGCP,2025-02-17,No,No,2,4,Counselor_30,46,No
L14672,YouTube,PGDM,2025-04-14,Yes,Yes,1,3,Counselor_46,86,Yes
L14673,Instagram,BA,2025-04-04,Yes,No,2,5,Counselor_13,21,No
L14674,Google Ads,PGCP,2025-02-13,No,No,2,4,Counselor_28,47,No
L14675,Referral,MSC,2025-01-24,No,No,2,3,Counselor_43,23,No
L14676,YouTube,MCA,2025-05-01,Yes,Yes,5,4,Counselor_48,28,No
L14677,Google Ads,BCOM,2025-03-18,No,No,2,2,Counselor_50,44,No
L14678,Instagram,BSC,2025-01-23,No,No,1,3,Counselor_16,91,No
